NAME,ADDRESS,TINH,CITY
BHX Chánh Phú Hoà,"Số 51 Đường NG2, Tổ 6, Khu phố 8, Phường Chánh Phú Hòa, Thành phố Bến Cát, Tỉnh Bình Dương, Việt Nam",Bình Dương,BINH DUONG
BHX Tân Vĩnh Hiệp,"Số 035 đường DT746, tổ 3, khu phố Tân Hóa, Phường Tân Vĩnh Hiệp, Thành phố Tân Uyên, Tỉnh Bình Dương",Bình Dương,BINH DUONG
BHX Hoà Phú,Khu TDC Phú Chánh,Bình Dương,BINH DUONG
BHX Phú Tân,"Số 152 Đường D12, Khu 01, Phường Phú Tân, Thành phố Thủ Dầu Một, Tỉnh Bình Dương, Việt Nam",Bình Dương,BINH DUONG
BHX Rạch Bắp,"Thửa đất số 3857 và 3859, tờ bản đồ số 13, đường Đ3, khu dân cư Rạch Bắp, Tổ 13, khu phố Tân Lập, Phường An Điền, Thành phố Bến Cát, Tỉnh Bình Dương",Bình Dương,BINH DUONG
BHX Phú Tân,Thửa 81,Bình Dương,BINH DUONG
BHX Mỹ Phước,Thới Hoà,Bình Dương,BINH DUONG
BHX 243 ĐT741 Ấp Chợ,"231 Ấp Chợ Tân Tiến, Xã Tấn Tiến, ĐT 741, Bình Phước (Ngay cổng vào chợ Tân Tiến",Bình Phước,BINH PHUOC
BHX 156 Phú Riềng,"199 Tổ 7, Thôn Phú Hưng, Xã Phú Riềng, Bình Phước (Đối diện chợ Phú Riềng",Bình Phước,BINH PHUOC
BHX 50 175 và 51 Minh Hưng,"175 Xã Minh Hưng, H. Chơn Thành, Bình Phước (Ngay cổng chợ Minh Hưng",Bình Phước,BINH PHUOC
BHX 216 Tiến Hưng,"354 Phú Riềng Đỏ, Xã Tiến Hưng, TP. Đồng Xoài, Tỉnh Bình Phước (Ngay ngã 3 Long An",Bình Phước,BINH PHUOC
"BHX 01, 02, 03 đường 7/4 Ninh Phú","Đường 7/4, Khu phố Ninh Phú, Thị Trấn Lộc Ninh, Huyện Lộc Ninh, Bình Phước (Trong chợ Lộc Ninh đường 7/4",Bình Phước,BINH PHUOC
BHX 608 Nghĩa Trung,"DT741, Xã Nghĩa Trung, Huyện Bù Đăng, Tỉnh Bình Phước (Đối chợ Bù Na",Bình Phước,BINH PHUOC
"BHX 37, 36, 48 Hùng Vương","126 Hùng Vương, P. An Lộc, TX Bình Long, Tỉnh Bình Phước (Đối diện cổng chợ Bình Long đường Hùng Vương",Bình Phước,BINH PHUOC
BHX 69 Lê Quý Đôn,"327 Lê Quý Đôn, P. Tân Xuân, TP. Đồng Xoài, Tỉnh Bình Phước (Ngay trường THCS Tân Xuân",Bình Phước,BINH PHUOC
BHX 165 Thanh Xuân,"Đường DT741, KP. Thanh Xuân, Thị Trấn Thanh Bình, Huyện Bù Đốp, Tỉnh Bình Phước (Đối diện chợ Thanh Hòa cũ",Bình Phước,BINH PHUOC
BHX 31 ĐT741 Tân An,"531 ĐT741, KP. Tân An, Thị Trấn Tân Phú, Huyện Đồng Phú, Tỉnh Bình Phước (Đối diện chợ Đồng Phú",Bình Phước,BINH PHUOC
BHX 235 Tân Lập,"284 ĐT741, Ấp 3, Xã Tân Lập, Huyện Đồng Phú, Tỉnh Bình Phước (Ngay cổng chợ Tân Lập",Bình Phước,BINH PHUOC
BHX 33 QL13 Minh Hưng,"Ấp 3B, Xã Minh Hưng, Huyện Chơn Thành, Tỉnh Bình Phước (Ngay cổng KCN Minh Hưng 3",Bình Phước,BINH PHUOC
BHX 164 Nguyễn Huệ,"Tổ 1, Khu Phố 4, Nguyễn Huệ, Thị Trấn Chơn Thành, Huyện Chơn Thành, Tỉnh Bình Phước (Đối diện chợ Chơn Thành",Bình Phước,BINH PHUOC
BHX 383 QL14 Tân Thành,"QL14, Xã Tân Thành, TP. Đồng Xoài, Tỉnh Bình Phước (Ngay chợ Tân Thành",Bình Phước,BINH PHUOC
BHX 111 Hiệp Tâm A,"ĐT759 Ấp Hiệp Tâm A, Xã Lộc Hiệp, Huyện Lộc Ninh, Tỉnh Bình Phước (Đối diện chợ Lộc Hiệp",Bình Phước,BINH PHUOC
BHX 23 Trường Chinh,"Số 2 Trường Chinh, P. Tân Phú, TP. Đồng Xoài, Tỉnh Bình Phước (Đối diện CA Tỉnh Bình Phước",Bình Phước,BINH PHUOC
BHX 01 Phạm Ngọc Thạch,"Đường Phạm Ngọc Thạch, P. Tiến Thành, TP. Đồng Xoài, Tỉnh Bình Phước (Đối diện Sở Y Tế",Bình Phước,BINH PHUOC
BHX 533 Bom Bo,"Đường ĐT760, Xã Bom Bo, Huyện Bù Đăng, Tỉnh Bình Phước (Đối diện chợ Bom Bo - Ngay TTTM Bom Bo",Bình Phước,BINH PHUOC
BHX 83 Phước Bình,"Đường ĐT741, KP. 3, P. Phước Bình, Thị Xã Phước Long, Tỉnh Bình Phước (Ngay 3 Chợ Cũ",Bình Phước,BINH PHUOC
BHX Khu Phố 2,"Tân Khai (Khu Phố 2, Thị Trấn Tân Khai, Huyện Hớn Quản, Tỉnh Bình Phước (Ngay chợ Tân Khai",Bình Phước,BINH PHUOC
BHX Tân Hưng,"Đức Phong (Đường Hùng Vương, Khu Tân Hưng, Thị Trấn Đức Phong, Huyện Bù Đăng, Tỉnh Bình Phước (Chợ Bù Đăng - Ngã 3 Hùng Vương và Võ Thị Sáu",Bình Phước,BINH PHUOC
BHX Thôn 6 Minh Hưng,"Thôn 6, Xã Minh Hưng, Huyện Bù Đăng, Tỉnh Bình Phước (ngay ngã ba Minh Hưng",Bình Phước,BINH PHUOC
BHX ĐT753 Tân Thiện,"Ngã 4 Sóc Miên (Lê Quý Đôn (ĐT753 cũ, P. Tân Thiện, TP. Đồng Xoài, Tỉnh Bình Phước (Ngay ngã 4 Sóc Miên",Bình Phước,BINH PHUOC
BHX ĐT760 Phú Văn,"Đường ĐT 760, Thôn 3, Xã Phú Văn, Huyện Bù Gia Mập, Tỉnh Bình Phước (ngay chợ Phú Văn",Bình Phước,BINH PHUOC
BHX ĐT741 Đăk Ơ,"Đường ĐT 741, Thôn Đăk Lim, Xã Đăk Ơ, Huyện Bù Gia Mập, Tỉnh Bình Phước (đối diện chợ Đắk Ơ",Bình Phước,BINH PHUOC
BHX ĐT741 Thác Mơ,"Đường ĐT741, KP3, Phường Thác Mơ, TX. Phước Long, Tỉnh Bình Phước (đối diện trường tiêu học Thác Mơ",Bình Phước,BINH PHUOC
BHX ĐT741 Long Phước,"Đường ĐT741, KP6 6, Phường Long Phước, TX. Phước Long, Tỉnh Bình Phước (cách chợ Mới 100m - hướng về Thác Mơ",Bình Phước,BINH PHUOC
BHX Đắk Nhau,"Đường Bom Bo - Đak Nhau, Thôn Thống Nhất, Xã Đắk Nhau, Huyện Bù Đăng, Tỉnh Bình Phước (ngay chợ Đắk Nhau",Bình Phước,BINH PHUOC
BHX QL14 Đồng Tiến,"Đường QL 14, Xã Đồng Tiến, Huyện Đồng Phú, Tỉnh Bình Phước (đổi diện chợ Cầu Hai",Bình Phước,BINH PHUOC
BHX ĐT760 Bình Minh,"Đường ĐT760, Thôn 2, Xã Bình Minh, Huyện Bù Đăng, Tỉnh Bình Phước (ngay chợ Ba Trà - Bình Minh",Bình Phước,BINH PHUOC
BHX Quốc Lộ 20C Thống Nhất,"Quốc Lộ 20C, Ấp 3, Xã Thống Nhất, Huyện Bù Đăng, Tỉnh Bình Phước (ngay chợ Thống Nhất",Bình Phước,BINH PHUOC
BHX Trần Hưng Đạo,"Đường Trần Hưng Đạo, KP. Phú Bình, Phường An Lộc, TX. Bình Long, Tỉnh Bình Phước (cách hướng vào cổng chợ 50m",Bình Phước,BINH PHUOC
BHX 37 Ninh Thịnh,"Quốc Lộ 13, KP Ninh Thịnh, TT. Lộc Ninh, Huyện Lộc Ninh, Tỉnh Bình Phước (cạnh Thế Giới Di Động Lộc Ninh",Bình Phước,BINH PHUOC
BHX Đường 3/2,"Đường 3/2, KP. Long Điền 1, Phường Long Phước, TX. Phước Long, Tỉnh Bình Phước (cổng chợ Long Điền",Bình Phước,BINH PHUOC
BHX 986 QL14 Minh Lập,"Quốc Lộ 14, Ấp 4, Xã Minh Lập, Huyện Chơn Thành, Tỉnh Bình Phước (Ngay chợ Minh Lập",Bình Phước,BINH PHUOC
BHX 134 Quốc Lộ 14,"Đường QL14, thôn 2, Xã Đức Liễu, Huyện Bù Đăng, Tỉnh Bình Phước (bên cạnh chợ Đức Liễu",Bình Phước,BINH PHUOC
BHX 65 Tân Tiến,"Ấp Tân An, Xã Tân Tiến, Huyện Bù Đốp, Tỉnh Bình Phước (ngay chợ Tân Tiến",Bình Phước,BINH PHUOC
BHX 152 Lộc Hưng,"Đường QL13, ấp 1, Xã Lộc Hưng, Huyện Lộc Ninh, Tỉnh Bình Phước (ngay ngã ba Giáng Hương",Bình Phước,BINH PHUOC
BHX Tân Bình,"khu TĐC phường Tân Bình, Thành phố Đồng Xoài, tỉnh Bình Phước (Ngay Ngã tư Hùng Vương-Võ Văn Tần",Bình Phước,BINH PHUOC
BHX Hưng Phước,"Thửa đất 125 và 138, tờ bản đồ số 30, ấp 06, xã Hưng Phước, huyện Bù Đốp, tỉnh Bình Phước",Bình Phước,BINH PHUOC
BHX Phú Riềng,"Thửa đất số 147, tờ bản đồ số 41, thôn Phú Lợi, xã Phú Riềng, huyện Phú Riềng, tỉnh Bình Phước",Bình Phước,BINH PHUOC
BHX Minh Thành,"Ấp 4, xã Minh Thành, huyện Chơn Thành, tỉnh Bình Phước (Đối diện UBND Xã Minh Thành",Bình Phước,BINH PHUOC
BHX Phú Nghĩa,"Thôn Tân Lập, Xã Phú Nghĩa, Huyện Bù Gia Mập, Tỉnh Bình Phước, Việt Nam",Bình Phước,BINH PHUOC
BHX Lộc Quang,"Ấp Bồn Xăng, Xã Lộc Quang, Huyện Lộc Ninh, Tỉnh Bình Phước, Việt Nam",Bình Phước,BINH PHUOC
BHX Đường 10,"Thửa đất số 297,298,303 tờ bản đồ số 21, Thôn 1, xã Đường 10, huyện Bù Đăng, tỉnh Bình Phước",Bình Phước,BINH PHUOC
BHX Minh Long,"Thửa đất 81, tờ bản đồ số 15, ấp 1, Xã Minh Long, huyện Bình Long (nay là Chơn Thành, tỉnh Bình Phước",Bình Phước,BINH PHUOC
BHX Lộc Thiện,"Thửa đất 1840, tờ bản đồ số 00, ấp 11B, Xã Lộc Thiện, huyện Lộc Ninh, tỉnh Bình Phước",Bình Phước,BINH PHUOC
BHX Thôn 8 Long Hà,"Thôn 8, Xã Long Hòa, Huyện Phú Riềng, Tỉnh Bình Phước (Ngay chợ Long Hà",Bình Phước,BINH PHUOC
BHX 55-71-212 Võ Văn Tần,"10 Võ Văn Tần, P. Tân Bình, Tp. Đồng Xoài, Bình Phước (Đối diện Tiệm vàng Kim Hương",Bình Phước,BINH PHUOC
BHX 58 Bù Nho,"DT741 Thôn Tân Lực, Xã Bù Nho, Huyện Phú Riềng, Tỉnh Bình Phước (Đối diện chợ Bù Nho",Bình Phước,BINH PHUOC
BHX Thôn 2B Bình Thắng,"Thôn 2B, Xã Bình Thắng, Huyện Bù Gia Mập, Tỉnh Bình Phước (Ngã 3 chợ Bình Thắng",Bình Phước,BINH PHUOC
BHX ĐT759-B Thiện Hưng,"Đường ĐT759-B, Ấp 2, Xã Thiện Hưng, Huyện Bù Đốp, Tỉnh Bình Phước (Đối diện chợ Thiện Hưng",Bình Phước,BINH PHUOC
BHX Thôn 4 Đa Kia,"Thôn 4, Xã Đa Kia, Huyện Bù Gia Mập, Tỉnh Bình Phước (ngay chợ Đa Kia",Bình Phước,BINH PHUOC
BHX Khu phố 3 Long Thủy,"Khu phố 3, Phường Long Thuỷ, TX. Phước Long, Tỉnh Bình Phước (ngã tư Đinh Tiên Hoàng - Nguyễn Huệ",Bình Phước,BINH PHUOC
BHX Thanh Lương,"Đường Quốc Lộ 13, Ấp Thanh Hòa, Xã Thanh Lương, Thị xã Bình Long, Tỉnh Bình Phước",Bình Phước,BINH PHUOC
BHX Đồng Nơ,"Đường ĐT 245, ấp 3, Xã Đồng Nơ, Huyện Hớn Quản, Tỉnh Bình Phước",Bình Phước,BINH PHUOC
BHX Lộc Điền,"Ấp 2a, Xã Lộc Điền, Huyện Lộc Ninh, Tỉnh Bình Phước",Bình Phước,BINH PHUOC
BHX Thuận Phú,"Đường ĐT758, Ấp Thuận Phú 2, Xã Thuận Phú, Huyện Đồng Phú, Tỉnh Bình Phước",Bình Phước,BINH PHUOC
BHX 25 Ma Lâm,"424 Quốc Lộ 28, Khu Phố 1, Thị Trấn Ma Lâm, Huyện Hàm Thuận Bắc, Tỉnh Bình Thuận (Đối diện chợ Ma Lâm",Bình Thuận,BINH THUAN
BHX 348 Phước Hội,"Chợ Sáng La Gi (57 Lê Lợi, P. Phước Hội, Thị Xã Lagi, Tỉnh Bình Thuận (Kế chợ Lagi",Bình Thuận,BINH THUAN
BHX Khu Phố 2,"Chợ Tân An (679 Thống Nhất, P. Tân An, Thị Xã Lagi, Tỉnh Bình Thuận (Kế chợ Tân An",Bình Thuận,BINH THUAN
BHX 24 Chợ Lầu,"68 Trần Hưng Đạo, KP. Xuân An 2, Thị Trấn Chợ Lầu, Huyện Bắc Bình, Tỉnh Bình Thuận (Ngã tư bệnh viện Chợ Lầu",Bình Thuận,BINH THUAN
BHX 218 Phước Hội,"Chợ Đại Đồng (06 Quỳnh Lưu, P. Phước Hội, Thị Xã Lagi, Tỉnh Bình Thuận (Vòng xoay chợ chiều Lagi",Bình Thuận,BINH THUAN
BHX Hiệp Hòa,"Chợ Tân Hải (141 Lê Thánh Tôn, Thôn Hiệp Hòa, Xã Tân Hải, Thị Xã La Gi, Tỉnh Bình Thuận (Cách chợ Tân Hải 100m",Bình Thuận,BINH THUAN
BHX 105 Lạc Tánh,"468 Trần Hưng Đạo, Thị Trấn Lạc Tánh, Huyện Tánh Linh, Tỉnh Bình Thuận (Kế bên Điện Máy Xanh",Bình Thuận,BINH THUAN
BHX 80 Võ Thị Sáu,"Chợ Liên Hương (80 Võ Thị Sáu, Thị Trấn Liên Hương, Huyện Tuy Phong, Tỉnh Bình Thuận (Kế chợ Liên Hương",Bình Thuận,BINH THUAN
BHX 206 Thủ Khoa Huân,"Chợ Phú Thủy (206 Thủ Khoa Huân, P. Phú Thủy, TP. Phan Thiết, Tỉnh Bình Thuận (Đối diện chợ Phú Thủy",Bình Thuận,BINH THUAN
BHX 1064 Thuận Nam,"Chợ 30 (10 Nguyễn Trãi, KP. Lập Hòa, Thị Trấn Thuận Nam, Huyện Hàm Thuận Nam, Tỉnh Bình Thuận (kế chợ KM30",Bình Thuận,BINH THUAN
BHX Khu phố 2,"Chợ Tân Minh (Khu phố 2, Thị Trấn Tân Minh, Huyện Hàm Tân, Tỉnh Bình Thuận (ngay cổng Chợ Tân Minh",Bình Thuận,BINH THUAN
BHX Thôn 1,"Chợ Nghị Đức (Số 100, Thôn 1, Xã Nghị Đức, Huyện Tánh Linh, Tỉnh Bình Thuận (Cách chợ Nghị Đức 20m",Bình Thuận,BINH THUAN
BHX 228 Nguyễn Đình Chiểu,"Chợ Rạng (228 Nguyễn Đình Chiểu, KP 3, Phường Hàm Tiến, TP. Phan Thiết, Tỉnh Bình Thuận (cách chợ Hàm Tiến 20m",Bình Thuận,BINH THUAN
BHX Thôn 5 Huy Khiêm,"Chợ Cũ (Số 161 đường DT717, Thôn 5, X.Huy Khiêm, H.Tánh Linh, Tỉnh Bình Thuận (Đối diện Chợ Cũ",Bình Thuận,BINH THUAN
BHX Vĩnh Tiến,"Chợ Vĩnh Tân (112 Thôn Vĩnh Tiến, Xã Vĩnh Tân, Huyện Tuy Phong, Tỉnh Bình Thuận (Cách chợ Vĩnh Tiến 20m",Bình Thuận,BINH THUAN
BHX 64 Lương Tây,"513 Nguyễn Tất Thành, KP. Lương Tây, Thị Trấn Lương Sơn, Huyện Bắc Bình, Tỉnh Bình Thuận (Kế bên Thế Giới Di Động",Bình Thuận,BINH THUAN
BHX Phú Hưng,"Chợ Hàm Mỹ (Thôn Phú Hưng, Xã Hàm Mỹ, Huyện Hàm Thuận Nam, Tỉnh Bình Thuận (cách chợ Hàm Mỹ 10m",Bình Thuận,BINH THUAN
BHX 170 ĐT766,"Chợ Đông Hà (Số 170, Đường ĐT 766, Xã Đông Hà, Huyện Đức Linh, Tỉnh Bình Thuận (cách cổng chợ Đông Hà 50m",Bình Thuận,BINH THUAN
BHX Thôn 4 Đức Tân,"Chợ Măng Tố (291 Thôn 4, Xã Đức Tân, Huyện Tánh Linh, Tỉnh Bình Thuận (Cách chợ Măng Tố 50m",Bình Thuận,BINH THUAN
BHX Khu phố 1 Tân Nghĩa,"Chợ 46 (Số 99 Cách Mạng Tháng 8, TT. Tân Nghĩa, Huyện Hàm Tân, Tỉnh Bình Thuận (kế bên chợ 46",Bình Thuận,BINH THUAN
BHX Huỳnh Thúc Kháng,"Chợ Mũi Né (Đường Huỳnh Thúc Kháng, Phường Mũi Né, TP. Phan Thiết, Tỉnh Bình Thuận (cách chợ Mũi Né 20m",Bình Thuận,BINH THUAN
BHX Khu phố 5 Đức Long,"Chợ Bia Đài (Số 45 Trương Văn Ly, Phường Đức Long, TP. Phan Thiết, Tỉnh Bình Thuận (cách chợ Bia Đài 30m",Bình Thuận,BINH THUAN
BHX Nguyễn Văn Trỗi,"Chợ Hải Ninh (Đường Nguyễn Văn Trỗi, Thôn Hải Lạc, Xã Hải Ninh, Huyện Bắc Bình, Tỉnh Bình Thuận (ngay chợ Hải Ninh",Bình Thuận,BINH THUAN
BHX Thôn 3 Hàm Liêm,"Cổng KCN Phan Thiết (Thôn 3, Xã Hàm Liêm, Huyện Hàm Thuận Bắc, Tỉnh Bình Thuận (ngay cổng KCN Phan Thiết",Bình Thuận,BINH THUAN
BHX Thôn 3,"Nhà Thờ Gia An (Thôn 3, Xã Gia An, Huyện Tánh Linh, Tỉnh Bình Thuận (đối diện nhà thờ Gia An",Bình Thuận,BINH THUAN
BHX Thôn 2 Hàm Đức,"Chợ Sara Cũ (Thôn 2, Xã Hàm Đức, Huyện Hàm Thuận Bắc, Tỉnh Bình Thuận (cách chợ cũ 50m",Bình Thuận,BINH THUAN
BHX Minh Tiến,"Chợ Hàm Minh (Số 178 Thôn Minh Tiến, Xã Hàm Minh, Huyện Hàm Thuận Nam, Tỉnh Bình Thuận (cách chợ Hàm Minh 20m",Bình Thuận,BINH THUAN
BHX Thôn 5 Mê Pu,"Tổ 10, Thôn 05, Xã Mê Pu, Huyện Đức Linh, Tỉnh Bình Thuận (cách chợn Mê Pu 2 - 50m",Bình Thuận,BINH THUAN
BHX 63 Thủ Khoa Huân,"Số 63 Thủ Khoa Huân, Phường Phú Thủy, TP. Phan Thiết, Tỉnh Bình Thuận (ngã tư Thủ Khoa Huân - Trần Hưng Đạo",Bình Thuận,BINH THUAN
BHX Bình An 3,"Tân Bình (Số 128 Nguyễn Chí Thanh, Thôn Bình An 3, Xã Tân Bình, Thị xã La Gi, Tỉnh Bình Thuận (ngã 3 Bình An",Bình Thuận,BINH THUAN
BHX Khu Phố 3 Phú Trinh,"Chợ Đồn (Khu phố 3, Phường Phú Trinh, TP. Phan Thiết, Tỉnh Bình Thuận (cách chợ Đồn 20m",Bình Thuận,BINH THUAN
BHX 184,"Chợ Thuận Nam (KP. Nam Thành, TT. Thuận Nam, Huyện Hàm Thuận Nam, Tỉnh Bình Thuận (đối diện chợ Km28",Bình Thuận,BINH THUAN
BHX 28 Lê Văn Phấn,"Phú Thủy (Số 28 - 30 - 32 Lê Văn Phấn, KP7, Phường Phú Thủy, TP. Phan Thiết, Tỉnh Bình Thuận (kế chợ Phú Thuỷ",Bình Thuận,BINH THUAN
BHX 181 Tân Lập,"Chợ 37 (Số 181 thôn Lập Phước, Xã Tân Lập, Huyện Hàm Thuận Nam, Tỉnh Bình Thuận (ngay chợ KM37",Bình Thuận,BINH THUAN
BHX Chí Công,"Xóm 5, Xã Chí Công, Huyện Tuy Phong, Tỉnh Bình Thuận (Đối diện trường học Chí Công 1",Bình Thuận,BINH THUAN
BHX 280 CMT8,"Chợ Võ Xu 2 (280 Cách Mạng Tháng 8, Khu phố 4, TT. Võ Xu, H. Đức Linh (Đối diện chợ Võ Xu",Bình Thuận,BINH THUAN
BHX Vĩnh Hảo,"Thửa đất số 126, tờ bản đồ 14, xóm 06 và thửa đất số 580, tờ bản đồ 123, xóm 04, xã Vĩnh Hảo, huyện Tuy Phong, tỉnh Bình Thuận",Bình Thuận,BINH THUAN
BHX Hàm Hiệp,"Thửa đất số 356, tờ bản đồ số 74, thôn Đại Thiện 1, xã Hàm Hiệp, huyện Hàm Thuận Bắc, tỉnh Bình Thuận",Bình Thuận,BINH THUAN
BHX Ma Lâm,"Thừa đất số 216, 218, Tờ bản đồ số 49 và tờ bản đồ số ĐL, Khu phố 1, Thị trấn Ma Lâm, Huyện Hàm Thuận Bắc, Tỉnh Bình Thuận",Bình Thuận,BINH THUAN
BHX 198 Đức Tài,"Cây Xăng Võ Đắc (342 Đường 3/2, KP. 9, Thị Trấn Đức Tài, Huyện Đức Linh, Tỉnh Bình Thuận (Đối diện cây xăng Võ Đắt",Bình Thuận,BINH THUAN
BHX Phú Trinh,"Khu Phố 10, Phường Phú Trinh, Thành Phố Phan Thiết, Bình Thuận",Bình Thuận,BINH THUAN
BHX Phan Thanh,"Thửa đất số 36, tờ bản đồ 01, Quốc lộ 1A, xã Phan Thanh, huyện Bắc Bình, tỉnh Bình Thuận.",Bình Thuận,BINH THUAN
BHX Thống Nhất,"138 - 140, đường Thống Nhất, Thị trấn Phan Rí Cửa, Huyện Tuy Phong, Tỉnh Bình Thuận",Bình Thuận,BINH THUAN
BHX Trà Tân,"Số 165 đường ĐT 766, thôn 1A, Xã Trà Tân, Huyện Đức Linh, Tỉnh Bình Thuận",Bình Thuận,BINH THUAN
BHX Huỳnh Ngọc Điệp,"Đường Huỳnh Ngọc Điệp, Khóm 5, P. 5, TP. Cà Mau, Tỉnh Cà Mau (Đối diện UBND Phường 5",Cà Mau,CA MAU
BHX 53 Phấn Thạnh,"QL 1A, Ấp Phấn Thạnh, Xã Thạnh Phú, Huyện Cái Nước, Tỉnh Cà Mau (đối diện chợ Nhà Phấn",Cà Mau,CA MAU
BHX Khóm 1 Cái Nước,"Khóm 1, TT. Cái Nước, Huyện Cái Nước, Tỉnh Cà Mau (đối diện cổng chợ Cái Nước",Cà Mau,CA MAU
BHX 367 Nguyễn Công Trứ,"367 Nguyễn Công Trứ, Khóm 8, Phường 8, TP. Cà Mau, Tỉnh Cà Mau (đối diện chợ Phường 8",Cà Mau,CA MAU
BHX Khóm 1 Trần Văn Thời,"Số 43 Đường Nguyễn Trung Thành, Khóm 1, TT. Trần Văn Thời, Huyện Trần Văn Thời, Tỉnh Cà Mau (cách chợ Rạch Ráng 20m",Cà Mau,CA MAU
BHX Khóm 2 Cái Nước,"Khóm 2, Thị Trấn Cái Nước, Huyện Cái Nước, Tỉnh Cà Mau (đầu lộ Gòn",Cà Mau,CA MAU
BHX Khóm 7 Sông Đốc,"Đường DT987A, Khóm 7, Thị Trấn Sông Đốc, Huyện Trần Văn Thời, Tỉnh Cà Mau (cách UBND Sông Đốc 100m",Cà Mau,CA MAU
BHX 80 Phạm Hồng Thám,"80 Phạm Hồng Thám, Khóm 1, P. 4, TP. Cà Mau, Tỉnh Cà Mau (Ngay chợ Phường 4",Cà Mau,CA MAU
BHX Ấp 3 Tân Lộc,"Ấp 3, Xã Tân Lộc, Huyện Thới Bình, Tỉnh Cà Mau (cách cầu số 4 50m",Cà Mau,CA MAU
BHX Bà Điều,"Lý Văn Lâm (Ấp Bà Điều, Xã Lý Văn Lâm, Thành phố Cà Mau, Tỉnh Cà Mau (ngay cổng Khu Dân Cư Tài Lộc",Cà Mau,CA MAU
BHX Ấp 3 Khánh Hội,"Ấp 3, Xã Khánh Hội, Huyện U Minh, Tỉnh Cà Mau (ngay chợ Khánh Hội",Cà Mau,CA MAU
BHX Khóm 2 Năm Căn,"Khu vực 1, Khóm 2, TT Năm Căn, Huyện Năm Căn, Tỉnh Cà Mau (lối vào đầu chợ Năm Căn",Cà Mau,CA MAU
BHX Hải Thượng Lãn Ông,"Đường Hải Thượng Lãn Ông, Khóm 7, Phường 7, TP. Cà Mau, Tỉnh Cà Mau (ngã 3 vào Bệnh Viện Tỉnh Cà Mau",Cà Mau,CA MAU
BHX Tạ An Khương,"Đường Tạ An Khương, Khóm 2, TT. Đầm Dơi, Huyện Đầm Dơi, Tỉnh Cà Mau (cách cầu Huyện Đội 50m",Cà Mau,CA MAU
BHX Khóm 10 Sông Đốc,"Đường DT987A, Khóm 10, TT. Sông Đốc, Huyện Trần Văn Thời, Tỉnh Cà Mau (cách đầu đường vào lộ mới 20m",Cà Mau,CA MAU
BHX Khóm 4 U Minh,"Khóm 4, Thị Trấn U Minh, Huyện U Minh, Tỉnh Cà Mau (ngay chợ U Minh",Cà Mau,CA MAU
BHX Khóm 3 Năm Căn,"Khóm 3, Thị Trấn Năm Căn, Huyện Năm Căn, Tỉnh Cà Mau (ngay chân cầu Kênh Tắc",Cà Mau,CA MAU
BHX Nguyễn Trãi,"Đường Nguyễn Trãi, Phường 9, TP. Cà Mau, Tỉnh Cà Mau (ngay cống Kênh Mới",Cà Mau,CA MAU
BHX Khóm 1 Cái Đôi Vàm,"Khóm 1, TT. Cái Đôi Vàm, Huyện Phú Tân, Tỉnh Cà Mau (cách chợ Cái Đôi Vàm 50m",Cà Mau,CA MAU
BHX Nguyễn Công Trứ,"Đường Nguyễn Công Trứ, Khóm 1, Phường 8, Thành phố Cà Mau, Tỉnh Cà Mau (ngã tư Kinh Tỉnh Đội (lộ 5 Mừng",Cà Mau,CA MAU
BHX DT987A Trần Văn Thời,"Đường DT987A, Khóm 7, TT. Trần Văn Thời, Huyện Trần Văn Thời, Tỉnh Cà Mau (kế bên UBND TT Trần Văn Thời",Cà Mau,CA MAU
BHX Trí Phải,"Ấp 1, Xã Trí Phải, Huyện Thới Bình, Tỉnh Cà Mau (ngay chợ Trí Phải",Cà Mau,CA MAU
BHX Nguyễn Thái Học,"Đường Nguyễn Thái Học, Khóm 2, Phường 7, TP. Cà Mau, Tỉnh Cà Mau (cách chợ Phường 7 - 50m",Cà Mau,CA MAU
BHX Cái Keo,"Quách Phẩm (Ấp Cái Keo, Xã Quách Phẩm, Huyện Đầm Dơi, Tỉnh Cà Mau (ngay chợ Cái Keo",Cà Mau,CA MAU
BHX 97 Tắc Vân,"QL1A, Xã Tắc Vân, TP. Cà Mau, Tỉnh Cà Mau (cách chợ cũ Tắc Vân 100m",Cà Mau,CA MAU
BHX Đá Bạc,"Khánh Bình Tây (Ấp Đá Bạc, Xã Khánh Bình Tây, Huyện Trần Văn Thời, Tỉnh Cà Mau (ngay chợ Đá Bạc",Cà Mau,CA MAU
BHX 599 Rạch Gốc,"Khóm 01, TT. Rạch Gốc, Huyện Ngọc Hiển, Tỉnh Cà Mau (đầu chợ mới Rạch Gốc",Cà Mau,CA MAU
BHX Khóm 06 Phường 1,"Khóm 6, Phường 1, TP. Cà Mau, Tỉnh Cà Mau (Đối diện nhà ở công vụ Khí Điện Đạm",Cà Mau,CA MAU
BHX Thới Bình,"Thửa đất 35,36,43 tờ bản đồ 25,38 khóm 01, thị trấn Thới Bình, huyện Thới Bình, tỉnh Cà Mau",Cà Mau,CA MAU
BHX Lý Thường Kiệt,Phường 6,Cà Mau,CA MAU
BHX 232 Lý Văn Lâm,"232 - 232A Lý Văn Lâm, Khóm 2, Phường 1, Thành phố Cà Mau, Tỉnh Cà Mau, Việt Nam",Cà Mau,CA MAU
