NAME,ADDRESS,TINH,CITY
BHX 165 Lê Trọng Tấn,"165 -167 Lê Trọng Tấn, Phường Sơn Kỳ, Quận Tân Phú (Cách ngã 3 Lê Trọng Tấn - Sơn Kỳ 50m",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 52 Đường Số 51,"52 Đường số 51, Khu phố 4, Phường Tân Quy, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Thửa 132 Vĩnh Lộc B,"D20/26Z, Xã Vĩnh Lộc B, Huyện Bình Chánh (Đối diện nhà sách Nguyễn Văn Cừ",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 41/4B Xuân Thới Đông 2,"41/4B - 41/3D Xuân Thới Đông 2, xã Xuân Thới Đông, huyện Hóc Môn, Thành phố Hồ Chí Minh , Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 52/23 Thái Thị Giữ,"52/23 Thái Thị Giữ, ấp Hậu Lân, Xã Bà Điểm, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 1A/94 Vĩnh Lộc,"1A-94, ấp 1, Xã Phạm Văn Hai, Huyện Bình Chánh, TP. Hồ Chí Minh (Cách ngã tư Trần Văn Giàu - HL80 - 50m",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Thửa 506 Quang Trung,"Tầng 965/1 Quang Trung, Phường 14, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 2/14 Đường số 20,"Số 2/14 Đường số 20, Khu phố 4, Phường Hiệp Bình Chánh, Quận Thủ Đức, Thành phố Hồ Chí Minh , Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Thửa 527 Gò Vấp,"43 - 43A Đỗ Thúc Tịnh, Phường 12, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 359 Tân Hương,"359 - 361 - 363 - 365 và 329/12/18-20 Tân Hương, Phường Tân Quý, Quận Tân Phú, | Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 1554 Lê Văn Lương,"1554 - 1558 Lê Văn Lương, tổ 3, ấp 2, Xã Nhơn Đức, Huyện Nhà Bè, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 01 Võ Trường Toản,"01 Võ Trường Toản, phường 02, quận Bình Thạnh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 618 Lê Đức Thọ,"Số 618 Lê Đức Thọ, Phường 15, Quận Gò Vấp, TP. Hồ Chí Minh (đối diện trường mầm non Đức Tuấn",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Cảng Sông Phú Định,"49 - 51 Đường số 1, Phường 16, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Thửa 383 Tân Hiệp,"Số 142 Lê Lợi, Ấp Tân Thới 2, Xã Tân Hiệp, Huyện Hóc Môn, TP. Hồ Chí Minh (Cách trường Tiểu học Nguyễn An Ninh 100m",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 100 Bình Thới,"11-13-15 đường 100 Bình Thới, Phường 14, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Quốc Lộ 50,Đa Phước,TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 1415 Nguyễn Văn Tạo,"1413A - 1415 Nguyễn Văn Tạo, ấp 3, Xã Hiệp Phước, Huyện Nhà Bè, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 331 Lê Văn Quới,"331 Lê Văn Quới, Khu phố 1, Phường Bình Trị Đông, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Tân Hưng Thuận,"29/219B Nguyễn Văn Quá, Khu phố 2, Phường Tân Hưng Thuận, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 228 Lê Văn Quới,"228 Lê Văn Quới, khu phố 16, Phường Bình Hưng Hòa A, Quận Bình Tân, TP. Hồ Chí Minh (Cạnh xưởng cán tôn Ngọc Vũ",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Tân Kiên,"A3/13D1 ấp 1, Xã Tân Kiên, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Lý Nhơn,"476 - 478 Dương Văn Hạnh, ấp Lý Thái Bửu, Xã Lý Nhơn, Huyện Cần Giờ, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 23/2A Đồng Tâm,"23/24 Đồng Tâm, ấp Mỹ Hòa 1, Xã Trung Chánh, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Long Hòa,"1286 Duyên Hải , ấp Đồng Tranh , Xã Long Hòa , Huyện Cần Giờ , Thành phố Hồ Chí Minh , Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 932 Quốc Lộ 50,"932 Quốc Lộ 50, Ấp 3, Xã Bình Hưng, Huyện Bình Chánh, TP.HCM",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 232 Phan Văn Hớn,"230 - 232 Phan Văn Hớn, ấp Nam Lân, xã Bà Điểm, Huyện Hóc Môn, TP Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Thửa 436,Chợ Phú Lạc,TP. Hồ Chí Minh,TP. HO CHI MINH
BHX F1/1 Lê Minh Xuân,"Thửa đất 01, tờ bản đồ 03 (sơ đồ nền, F1/1, ấp 6, Lê Minh Xuân, Bình Chánh, Hồ Chí Minh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Bình Hưng,4B,TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 90 Gò Ô Môi,"90 Gò Ô Môi, phường Phú Thuận, Quận 7, Thành Phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 423/30/30A Lạc Long Quân,"423/30 - 423/304 Lạc Long Quân, Phường 5, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Phạm Phú Thứ,"129 - 131 - 133. Phạm Phú Thứ, Phường 13, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Tân Thông Hội,"Thửa số 169, tờ bản đồ 16 (BĐKTS, xã Tân Thông Hội, huyện Củ Chi, Tp. Hồ Chí Minh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 615 Tô Ngọc Vân,"615 - 617 Tô Ngọc Vân, khu phố 4, Phường Tam Bình, Thành phố Thủ Đức, Thành | phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX An Phú Tây,"Thửa 867, tờ bản đồ số 5, Xã An Phú Tây, Huyện Bình Chánh, TP.HCM",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 964 Hương Lộ 2 - Gia dụng,"964/2C Hương lộ 2, Khu Phố 10, P. Bình Trị Đông, Q. Bình Tân (Từ đường lớn Hương Lộ 2 rẽ vào hẻm 938, nằm ngay chợ nhỏ tự phát",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Thạnh Mỹ Lợi,"8 - 10 Trương Gia Mô, Khu phố 2, Phường Thạnh Mỹ Lợi, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 335 Nơ Trang Long,"335 Nơ Trang Long, Phường 13, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 36 Đường số 54,"36-38-40-42-46-48 Đường số 54, Phường Tân Tạo, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Qui Đức,"C7/5 - C7/6 Ấp 3, Xã Qui Đức, Huyện Bình Chánh, TP.HCM",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 66 Đường số 1,"66 Đường số 1, khu phố 3, Phường An Lạc, Quận Bình Tân",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 80 Ngô Chí Quốc,"80 đường Ngô Chí Quốc, Khu Phố 2, Phường Bình Chiểu, Thành Phố Thủ Đức, Thành phố Hồ Chí Minh , Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX An Phú,"122 - 124 Đường số 51, Khu Phố 2, Phường An Phú, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 296 Vườn Lài,"Thửa 567, tờ bản đồ số 59, phường An Phú Đông, quận 12, thành phố Hồ Chí Minh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Vĩnh Lộc A,"E2/40A, Ấp 5, Vĩnh Lộc A, Bình Chánh, TP Hồ Chí Minh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX D2/53/1 Quốc Lộ 50,"D2/53/1, ấp 4, Xã Đa Phước, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 336 Tạ Quang Bửu,"336 Tạ Quang Bửu, Phường 2, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 801/89 Xô Viết Nghệ Tĩnh,"801/89 Xô Viết Nghệ Tĩnh, Phường 26, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 78C Hòa Bình,"78C Hòa Bình, Phường 5, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Hiệp Phú,"95G Quang Trung, khu phố 1, Phường Hiệp Phú, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 27 Đường Số 19,"27-29-31 Đường số 19, khu phố 2, Phường Tân Quy, Quận 7 (Đường số 8 - Cách lối vào chợ Tân Quy 50m",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 15A Đường Số 7,"15A đường số 7, Khu phố 2, Phường Linh Trung, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Thạnh Xuân,TL 2005,TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 27C Võ Duy Ninh,"27C - 35 đường Võ Duy Ninh, Phường 22, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Long Bình,"45 Đường số 16, Phường Long Bình, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 396 Hồ Học Lãm,"392 - 396 Hồ Học Lãm, Khu phố 3, phường An Lạc, quận Bình Tân, Thành phố Hồ Chí Minh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 342 Nguyễn Duy Trinh,"342 - 342A Nguyễn Duy Trinh, ấp Trung 2, Phường Bình Trưng Tây, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Bình Khánh,"139A - 141 đường Rừng Sác, ấp Bình Phước, Xã Bình Khánh, Huyện Cần Giờ, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 60 Huỳnh Thiện Lộc,"56-58-60 Huỳnh Thiện Lộc, Phường Hoà Thạnh, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 81A Đường 339,"81-81A Đường 339, Khu phố 4, Phường Phước Long B, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Cao Ốc City Gate Towers,"Căn hộ số 1-03-06 và A1-03-07, tầng 3 Block A1, Chung cư City Gate, 15 Võ Văn Kiệt, Phường 16, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Phước Lộc,"297 Đào Sư Tích, Ấp 2, Xã Phước Lộc, Huyện Nhà Bè, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Conic Riverside,"Căn hộ 0.01 và Căn hộ 0.02 tầng trệt Block B, chung cư Conic Riverside, Lô Ba, Đường số 4, Khu dân cư 13B, Phường 7, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 199 Trần Thanh Mại,197 - 199 Trần Thanh Mại Phường Tân Tạo A Quận Bình Tân,TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 28/10B Ấp Trung Đông,"28/10B, Ấp Trung Đông, Xã Thới Tam Thôn, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Tân Phú,"169 Đường 154, Khu phố 3, Phường Tân Phú, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 82 Tản Đà,"78-80-82 Tản Đà, Phường 11, Quận 5, Thành phố Hồ Chí Minh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 131-133 Văn Cao,"131 - 133 Văn Cao, phường Phú Thọ Hòa, quận Tân Phú, Thành phố Hồ Chí Minh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Lê Minh Xuân,"G16/37, ấp 7, xa Lê Minh Xuân, Bình Chánh, Hồ Chí Minh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 532 Tỉnh Lộ 10,"532 Tỉnh Lộ 10, Khu Phố 16, Phường Bình Trị Đông, Quận Bình Tân, Thành phố Hồ Chí Minh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 88 Vườn Lài Nối Dài,"88 - 90 Vườn Lài Nối Dài, Phường An Phú Đông, Quận 12",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 146 TL19,"144 - 146 Đường TL19, Khu phố 3B, Phường Thạnh Lộc, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Phạm Văn Cội,"903 Nguyễn Văn Khạ, Ấp 1, Xã Phạm Văn Cội, Huyện Củ Chi, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 34 Lương Minh Nguyệt,"34 Lương Minh Nguyệt, phường Tân Thới Hòa, quận Tân Phú, Thành phố Hồ Chí Minh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 665-667 Huỳnh Tấn Phát,"665-667 Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 793/51 Trần Xuân Soạn,"Số 793/51 Trần Xuân Soạn, Khu phố 4, Phường Tân Hưng, Quận 7, Thành phố Hồ Chí Minh , Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 295 Tân Hoà Đông,"295 Tân Hòa Đông, Khu phố 14, phường Bình Trị Đông, quận Bình Tân, Thành phố Hồ Chí Minh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 331 Nguyễn Thị Nhỏ,"331 - 333 - 335 Nguyễn Thị Nhỏ, Phường 16, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX C5/25 Bình Chánh,"C5/25, Ấp 3, thửa số 630, tờ bản đồ số 35, xã Bình Chánh, huyện Bình Chánh, TP.HCM",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Vĩnh Lộc B,Thửa đất 686,TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 44 Phạm Văn Chiêu,"44 Phạm Văn Chiêu, P. 8, Q. Gò Vấp (Cách ngã ba Cây Trâm - Phạm Văn Chiêu 100m",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 85/2 Xuân Thới Đông,"Số 85/2 Ấp Xuân Thới Đông, Xã Tân Xuân, Huyện Hóc Môn, Thành Phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX E4/1 Tân Túc,"số E4/1 - E4/1C, khu phố 5, Thị trấn Tân Túc, Huyện Bình Chánh, Thành Phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Vĩnh Lộc B,"959 - 961 - 963 đường Vĩnh Lộc, Ấp 6A, xã Vĩnh Lộc B, huyện Bình Chánh, Thành phố Hồ Chí Minh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 16A/B4 Hà Thị Khiêm,"16A/B4 Hà Thị Khiêm, Khu Phố 2, P. Trung Mỹ Tây, Q. 12",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 63 Bùi Văn Ba,"63 Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Valora Mizuki,"Căn nhà Số A-03, Dự án Valora Mizuki, xã Bĩnh Hưng, huyện Bình Chánh, TP.Hồ Chí Minh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX B11B/13F Võ Văn Vân,"B11B/13F Võ Văn Vân, Ấp 2A, Xã Vĩnh Lộc B, H. Bình Chánh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 206 Tam Bình,"206 Tam Bình, Khu phố 2, Phường Tam Phú, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 15 Đường 5C,"15B đường 5C, KP. 20, P. Bình Hưng Hòa A, Q. Bình Tân (Kế bên Ao Lắng 1",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 123 Đường Số 11,"123 Đường Số 11, Khu Phố 4, P. Bình Hưng Hòa, Q. Bình Tân",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 111 Tân Chánh Hiệp,"111 Tân Chánh Hiệp, P. Tân Chánh Hiệp, Q.12 (Cách đại học Hoa Sen 200m",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 54 Trần Đại Nghĩa,"54 Trần Đại Nghĩa, Khu phố 1, Phường Tân Tạo A, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 36/5D Xuân Thới Thượng,"36/5D ấp 2, Xã Xuân Thới Thượng, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 690A Hương Lộ 2,"690A-690B-692-692A Hương Lộ 2, Khu phố 4, Phường Bình Trị Đông A, Quận Bình Tân, Thành phố Hồ Chí Minh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Thửa 98 Đông Thạnh,"101/57D Ấp 4, Xã Đông Thạnh, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 77H/1 Nguyễn Ảnh Thủ,"77H/1 Nguyễn Ảnh Thủ, Khu Phố 3, P. Hiệp Thành, Q. 12",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Chung cư RichStar 2,"RS6-SH.10 và RS6-SH11, tầng 01+02 thuộc Tháp RS6 thuộc Cao ốc Khu thương mại dịch vụ và căn hộ tại số 239-241 và 278 đường Hoà Bình, phường Hiệp Tân, quận Tân Phú, Thành phố Hồ Chí Minh (Dự án Richsta",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 454 Võ Chí Công,"454 Võ Chí Công, Khu phố 2, Phường Phú Hữu, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 09 Nguyễn Qúy Yêm,"09 Nguyễn Quý Yêm, Khu phố 4, phường An Lạc, quận Bình Tân, Thành phố Hồ Chí Minh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 65/10 Đường Số 5,Linh Xuân,TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Căn Hộ Flora,Akari Hoàng Nam,TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 623H Đỗ Xuân Hợp,"623G - 623H Đỗ Xuân Hợp, Phường Phước Long B, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Lovera Vista Khang Điền,"Căn hộ chung cư số 1.05, Tháp A, khu nhà ở cao tầng công ty Khang Phúc, số 2 đường số 19, khu định cư số 4, ấp 3, xã Phong Phú, huyện Bình Chánh, Tp.HCM",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Cityland Park Hills,"Chung cư Cityland Park Hill CH1 P5.0013, Đường số 10, Phường 10, Quận Gò Vấp.",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 1646A Võ Văn Kiệt,1646A Võ Văn Kiệt,TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Chung Cư Prosper Plaza,"1.01+1.02, Tháp C, Chung cư Prosper Plaza, Số 22/14 Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Sunview Town,"Căn kinh doanh - dịch vụ (Căn số 0.01 – Tầng trệt – Khối A3 – Chung cư phường Hiệp Bình Phước – Tam Bình, đường Gò Dưa, KP4, phường Hiệp Bình Phước, quận Thủ Đức (Nay là Tp.Thủ Đức, Tp.Hồ Chí Minh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX D11/5 Quách Điêu,"D11/5 Quách Điêu, ấp 4, Xã Vĩnh Lộc A, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 28 Đường số 27,"28 Đường Số 27, P. Sơn Kỳ, Q. Tân Phú",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 118 Hưng Phú,Kế bên Công An Phường 8,TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 222 - 224 Nguyễn Chí Thanh,,TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 769A Trần Xuân Soạn,"769A Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 54 Bà Lê Chân,"54-56-58 Bà Lê Chân, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 41 Đường N1,"41 Đường N1, Phường Phú Thuận, Quận 7, Thành Phố Hồ Chí Minh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 236 Tôn Đản,"236 - 238 Tôn Đản, Phường 08, Quận 4, Thành phố Hồ Chí Minh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 87-89 Đồng Đen,"BXH 87 Đồng Đen, Phường 12, Quận Tân Bình, TP. Hồ Chí Minh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 119-121 Tuệ Tĩnh,,TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 236A - 238 - 240 Nguyễn Trãi,,TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 24 Đoàn Thị Điểm,"24 Đoàn Thị Điểm, Phường 01, Quận Phú Nhuận, Thành Phố Hồ Chí Minh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 117 Cống Quỳnh,"117 Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 96 Trịnh Đình Trọng,"96-98 Trịnh Đình Trọng, Phường Phú Trung, Quận Tân Phú, Thành phố Hồ Chí Minh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 32 Đường số 6,"32 Đường số 6, Khu Phố Hưng Vượng 2 - R13, Phường Tân Phong, Quận 7, Thành phố Hồ Chí Minh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 1649 Tỉnh Lộ 8,"1649 Tỉnh lộ 8, ấp 2A, xã Hòa Phú, huyện Củ Chi, TP HCM",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 84 Nguyễn Thông,"84 Nguyễn Thông, Phường 9, Quận 3, Thành phố Hồ Chí Minh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 295A Tỉnh Lộ 15,"295A Tỉnh Lộ 15, Ấp 9, Xã Tân Thạnh Đông, Huyện Củ Chi, Thành Phố Hồ Chí Minh.",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 97 Đường 79,"97 - 97A Đường 79, phường Tân Quy, Quận 7, Thành phố Hồ Chí Minh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 74 Vườn Lài,"74 Vườn Lài, Phường An Phú Đông, Quận 12, TP. HCM",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 884 Lê Đức Thọ,"884 Đ. Lê Đức Thọ, Phường 15, Gò Vấp",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 1-3-5 đường số 6,"1-3-5 Đường số 6, Phường 6, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 314 Võ Văn Hát,"314 Võ Văn Hát, Phường Long Trường, Thành Phố Thủ Đức, Thành Phố Hồ Chí Minh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 83 đường số 3,"83 đường số 3, Phường An Khánh, Thành Phố Thủ Đức, Thành Phố Hồ Chí Minh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX Vinhomes Grand Park,"Cửa hàng 1.01 và 1.02 Tầng 1, Tòa nhà chung cư S10.02, 88 Phước Thiện, KP.Phước Thiện, P.Long Bình, TP.Thủ Đức, TP.Hồ Chí Minh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 599 Bà Hạt,"599 đường Bà Hạt, Phường 08, Quận 10, Thành phố Hồ Chí Minh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 520 Nguyễn Xiển,"BHX 520 Nguyễn Xiển, Phường Long Thạnh Mỹ, TP. Thủ Đức, TP. Hồ Chí Minh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 717 - 721 Bình Đông,"717-721 Bình Đông, Phường 13, Quận 8, Thành phố Hồ Chí Minh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 41 Nguyễn Văn Lạc,"39-41 Nguyễn Văn Lạc, Phường 21, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 95-97 Đường số 15,"95 – 97 Đường số 15, P. Tân Kiêng, Quận 7, TP. Hồ Chí Minh",TP. Hồ Chí Minh,TP. HO CHI MINH
BHX 280A Dương Quảng Hàm,"280A Dương Quảng Hàm, Phường 5, Gò Vấp",TP. Hồ Chí Minh,TP. HO CHI MINH
